publishedAt,title,title_cleaned,content,content_cleaned,url,sentiment_score,entities
2025-07-07T19:53:51Z,CoreWeave’s All-Stock Bid for Core Scientific Likely to Draw Shareholder Scrutiny: KBW,coreweaves allstock bid for core scientific likely to draw shareholder scrutiny kbw,"has agreed to acquire bitcoin miner Core Scientific (CORZ) in an all-stock deal valued at $20.40 per share, implying a ~16x FY26E EBITDA multiple, a steep discount to traditional data center peers, according to investment bank KBW.
Core Scientific shares were…",has agreed to acquire bitcoin miner core scientific corz in an allstock deal valued at per share implying a x fye ebitda multiple a steep discount to traditional data center peers according to investment bank kbw core scientific shares were,https://biztoc.com/x/5eed046798f5d80c,0.8126,[]
2025-07-07T19:53:36Z,Bitcoin mining: A beginner’s guide to how it works,bitcoin mining a beginners guide to how it works,"By Brian Baker, CFA, Bankrate.com
Bitcoin mining is the process of creating new bitcoins by solving extremely complicated math problems that verify transactions in the currency. When a bitcoin is successfully mined, the miner receives a predetermined amount o…",by brian baker cfa bankratecom bitcoin mining is the process of creating new bitcoins by solving extremely complicated math problems that verify transactions in the currency when a bitcoin is successfully mined the miner receives a predetermined amount o,https://biztoc.com/x/47b305652d03c347,0.5908,"[('brian baker', 'PERSON')]"
2025-07-07T19:50:54Z,Bitcoin mining: A beginner’s guide to how it works,bitcoin mining a beginners guide to how it works,Bitcoin is one of the most popular types of cryptocurrencies.,bitcoin is one of the most popular types of cryptocurrencies,https://www.bostonherald.com/2025/07/07/bitcoin-mining-beginner-guide/,0.4754,[]
2025-07-07T19:45:31Z,CoreWeave’s $9B Core Scientific deal faces backlash and legal investigation,coreweaves b core scientific deal faces backlash and legal investigation,"CoreWeave, a rising player in the artificial intelligence industry, has entered a definitive agreement to acquire Bitcoin mining company Core Scientific in an all-stock transaction, according to a July 7 announcement. This strategic move would help CoreWeave …",coreweave a rising player in the artificial intelligence industry has entered a definitive agreement to acquire bitcoin mining company core scientific in an allstock transaction according to a july announcement this strategic move would help coreweave,https://cryptoslate.com/coreweaves-9b-core-scientific-deal-faces-backlash-and-legal-investigation/,0.8402,"[('july', 'DATE')]"
2025-07-07T19:45:00Z,"ZKM Launches Ziren, The Endgame for ZK Infrastructure",zkm launches ziren the endgame for zk infrastructure,"Ziren delivers GPU-accelerated proving, optimal ISA efficiency, and real-world deployability - unlocking ZK for mainstream development Ziren delivers GPU-accelerated proving, optimal ISA efficiency, and real-world deployability - unlocking ZK for mainstream d…",ziren delivers gpuaccelerated proving optimal isa efficiency and realworld deployability unlocking zk for mainstream development ziren delivers gpuaccelerated proving optimal isa efficiency and realworld deployability unlocking zk for mainstream d,https://www.globenewswire.com/news-release/2025/07/07/3111280/0/en/ZKM-Launches-Ziren-The-Endgame-for-ZK-Infrastructure.html,0.8402,[]
2025-07-07T19:20:26Z,Bitcoin futures pivot to long positions: Is $112K the next stop?,bitcoin futures pivot to long positions is k the next stop,BTC futures show renewed bullish pressure as open interest climbs and short sellers face liquidation risks.,btc futures show renewed bullish pressure as open interest climbs and short sellers face liquidation risks,https://cointelegraph.com/news/bitcoin-futures-pivot-to-long-positions-is-dollar112k-the-next-stop,-0.0772,[]
2025-07-07T19:14:29Z,Moon or Doom: Will Bitcoin Stay Above $100K in July?,moon or doom will bitcoin stay above k in july,"Can Bitcoin hold $100K? Prediction market users on Myriad are bullish on the odds, but the charts suggest it might be a close call.",can bitcoin hold k prediction market users on myriad are bullish on the odds but the charts suggest it might be a close call,https://decrypt.co/328917/bitcoin-price-100k-july-myriad-predictions,0.0,[]
2025-07-07T19:08:57Z,CoreWeave Pays $9 Billion for Bitcoin Miner Core Scientific,coreweave pays billion for bitcoin miner core scientific,"CoreWeave is acquiring data center infrastructure provider Core Scientific in a $9 billion deal.
 
 [contact-form-7]
 
 
The artificial intelligence (AI) company announced the deal Monday (July 7), saying it helped it “verticalize its data center footprint to…",coreweave is acquiring data center infrastructure provider core scientific in a billion deal contactform the artificial intelligence ai company announced the deal monday july saying it helped it verticalize its data center footprint to,https://biztoc.com/x/1dd45ba459547102,0.4767,"[('monday july', 'DATE')]"
2025-07-07T19:04:30Z,CoreWeave’s All-Stock Bid for Core Scientific Likely to Draw Shareholder Scrutiny: KBW,coreweaves allstock bid for core scientific likely to draw shareholder scrutiny kbw,Deal valued at $20.40/share marks second acquisition attempt; KBW sees limited upside for Core Scientific shareholders.,deal valued at share marks second acquisition attempt kbw sees limited upside for core scientific shareholders,https://www.coindesk.com/markets/2025/07/07/coreweaves-all-stock-bid-for-core-scientific-likely-to-draw-shareholder-scrutiny-kbw,0.4939,"[('second', 'ORDINAL')]"
2025-07-07T19:00:41Z,"Ethereum Range Tightens – Liquidity Looms At $2,800 And $2,350",ethereum range tightens liquidity looms at and,"Ethereum is approaching a pivotal moment as it pushes to reclaim the $2,600 level, aiming to break free from weeks of sideways action. After trading within a tight range since early May, ETH is now testing the upper boundary of its consolidation zone, a move …",ethereum is approaching a pivotal moment as it pushes to reclaim the level aiming to break free from weeks of sideways action after trading within a tight range since early may eth is now testing the upper boundary of its consolidation zone a move,http://www.newsbtc.com/news/ethereum/ethereum-range-tightens-liquidity-looms-at-2800-and-2350/,0.5106,"[('weeks', 'DATE')]"
2025-07-07T19:00:35Z,"What’s next for Bitcoin, Ethereum, and altcoins in the second half of 2025",whats next for bitcoin ethereum and altcoins in the second half of,"From treasury strategies to IPOs and tech upgrades, crypto's next chapter is being written right now.",from treasury strategies to ipos and tech upgrades cryptos next chapter is being written right now,https://ambcrypto.com/whats-next-for-bitcoin-ethereum-and-altcoins-in-the-second-half-of-2025/,0.2023,"[('treasury', 'ORG')]"
2025-07-07T19:00:00Z,BIMA Partners with Bracket to Launch Real-Yield Vaults For Bitcoin-Backed Stablecoin USBD,bima partners with bracket to launch realyield vaults for bitcoinbacked stablecoin usbd,BIMA DeFi Ecosystem Enables Bitcoin Holders to Access Institution-Grade Yield Strategies Without Selling their BTC BIMA DeFi Ecosystem Enables Bitcoin Holders to Access Institution-Grade Yield Strategies Without Selling their BTC,bima defi ecosystem enables bitcoin holders to access institutiongrade yield strategies without selling their btc bima defi ecosystem enables bitcoin holders to access institutiongrade yield strategies without selling their btc,https://www.globenewswire.com/news-release/2025/07/07/3111272/0/en/BIMA-Partners-with-Bracket-to-Launch-Real-Yield-Vaults-For-Bitcoin-Backed-Stablecoin-USBD.html,0.0,[]
2025-07-07T18:54:00Z,AIXA Miner Announces Global Expansion of Cloud-Based Crypto Mining Platform,aixa miner announces global expansion of cloudbased crypto mining platform,"Denver, Colorado, July 07, 2025 (GLOBE NEWSWIRE) -- AIXA Miner a technology-forward cloud crypto mining company, today announced the global expansion of its infrastructure and platform capabilities, reinforcing its position as a leading provider of scalable, …",denver colorado july globe newswire aixa miner a technologyforward cloud crypto mining company today announced the global expansion of its infrastructure and platform capabilities reinforcing its position as a leading provider of scalable,https://www.globenewswire.com/news-release/2025/07/07/3111269/0/en/AIXA-Miner-Announces-Global-Expansion-of-Cloud-Based-Crypto-Mining-Platform.html,0.0,"[('denver', 'GPE'), ('colorado', 'GPE'), ('july', 'DATE'), ('today', 'DATE')]"
2025-07-07T18:46:37Z,"Bitcoin, Ethereum, Dogecoin Dip Slightly While XRP Holds Firm On Tariff-Driven Monday",bitcoin ethereum dogecoin dip slightly while xrp holds firm on tariffdriven monday,"Cryptocurrency markets are down on Monday as President Donald Trump proposed new tariffs on several trading partners.
Cryptocurrency
Ticker
Price
Bitcoin
(CRYPTO: BTC)
$107,848.28
Ethereum
(CRYPTO: ETH)
$2,526.82
Solana
(CRYPTO: SOL)
$149.54
XRP
(CRYPTO: XRP)…",cryptocurrency markets are down on monday as president donald trump proposed new tariffs on several trading partners cryptocurrency ticker price bitcoin crypto btc ethereum crypto eth solana crypto sol xrp crypto xrp,https://biztoc.com/x/cff54fb09c4d6b94,0.0,"[('monday', 'DATE'), ('donald trump', 'PERSON'), ('bitcoin crypto btc ethereum', 'PERSON'), ('eth solana crypto', 'PERSON'), ('xrp', 'PRODUCT')]"
2025-07-07T18:45:47Z,"Japan’s Metaplanet Ups Bitcoin Stash To 15,555 BTC, Rakes Up Another 2,205 BTC",japans metaplanet ups bitcoin stash to btc rakes up another btc,"Japan’s largest corporate Bitcoin treasury, Metaplanet, has amassed an additional 2,205 Bitcoin, per a new disclosure on Monday.",japans largest corporate bitcoin treasury metaplanet has amassed an additional bitcoin per a new disclosure on monday,https://zycrypto.com/japans-metaplanet-ups-bitcoin-stash-to-15555-btc-rakes-up-another-2205-btc/,0.2023,"[('monday', 'DATE')]"
2025-07-07T18:41:57Z,"Elon Musk Asserts Fiat Is ‘Hopeless’, Confirms His New America Party Will Embrace Bitcoin",elon musk asserts fiat is hopeless confirms his new america party will embrace bitcoin,"Tesla CEO Elon Musk confirmed on Sunday that the ‘America Party’, a pro-tech centrist party he intends to form would accept Bitcoin (BTC).",tesla ceo elon musk confirmed on sunday that the america party a protech centrist party he intends to form would accept bitcoin btc,https://zycrypto.com/elon-musk-asserts-fiat-is-hopeless-confirms-his-new-america-party-will-embrace-bitcoin/,0.7906,"[('sunday', 'DATE'), ('the america party', 'ORG')]"
2025-07-07T18:41:23Z,"Here’s When Bitcoin Bull Market Could Come Into Question, According to Analyst Benjamin Cowen",heres when bitcoin bull market could come into question according to analyst benjamin cowen,"A popular crypto analyst says that Bitcoin’s (BTC) current bull market cycle may reach an end if one key event occurs. In a new YouTube video, Benjamin Cowen tells his 904,000 subscribers that a Bitcoin price dip below the 50-week simple moving average (SMA) …",a popular crypto analyst says that bitcoins btc current bull market cycle may reach an end if one key event occurs in a new youtube video benjamin cowen tells his subscribers that a bitcoin price dip below the week simple moving average sma,https://dailyhodl.com/2025/07/07/heres-when-bitcoin-bull-market-could-come-into-question-according-to-analyst-benjamin-cowen/,0.4404,"[('one', 'CARDINAL'), ('the week', 'DATE')]"
2025-07-07T18:40:54Z,Bit Digital cambió su plan de tesorería con la compra de 100.000 ETH y sus acciones suben 29%,bit digital cambi su plan de tesorera con la compra de eth y sus acciones suben,"Bit Digital es ahora el segundo mayor holder de ETH que cotiza en bolsa, por detrás de Coinbase.
 Digital asset company Bit Digital has pivoted its corporate treasury strategy from Bitcoin to Ether, saying the shift reflects its conviction that Ethereum will …",bit digital es ahora el segundo mayor holder de eth que cotiza en bolsa por detrs de coinbase digital asset company bit digital has pivoted its corporate treasury strategy from bitcoin to ether saying the shift reflects its conviction that ethereum will,https://es.cointelegraph.com/news/bit-digital-shifts-bitcoin-treasury-ethereum-eth-holdings,0.5106,"[('el segundo', 'ORG'), ('de eth', 'PERSON'), ('treasury', 'ORG')]"
2025-07-07T18:35:25Z,"Bitcoin Miner CleanSpark Produced 685 BTC in June, Hit 16.15 J/TH in Efficiency",bitcoin miner cleanspark produced btc in june hit jth in efficiency,"reached the 50 EH/s milestone in June, expanding operations across four U.S. states and improving average fleet efficiency to 16.15 joules per terahash (J/Th).
The Las Vegas-based firm produced 685 BTC last month, bringing its year-to-date output to 3,968 BTC…",reached the ehs milestone in june expanding operations across four us states and improving average fleet efficiency to joules per terahash jth the las vegasbased firm produced btc last month bringing its yeartodate output to btc,https://biztoc.com/x/16b276f6d55fa74f,0.6908,"[('june', 'DATE'), ('four', 'CARDINAL'), ('last month', 'DATE')]"
2025-07-07T18:35:25Z,"Bitcoin Slips Below $108K, Erases Weekend Gains as Trump Ramps Up Tariffs",bitcoin slips below k erases weekend gains as trump ramps up tariffs,"Bitcoin's BTC very modest weekend rally modestly reversed on Monday as President Trump's tariff policies took center stage again.
The largest cryptocurrency slipped below $108,000 during the U.S. afternoon, down 0.8% over the past 24 hours. Ethereum's ether E…",bitcoins btc very modest weekend rally modestly reversed on monday as president trumps tariff policies took center stage again the largest cryptocurrency slipped below during the us afternoon down over the past hours ethereums ether e,https://biztoc.com/x/ea58eb13b5167af8,0.0,"[('weekend', 'DATE'), ('monday', 'DATE'), ('trumps', 'PERSON'), ('the us afternoon', 'TIME'), ('the past hours', 'TIME')]"
2025-07-07T18:35:23Z,"BitFuFu Hits 36.2 EH/s Hashrate, 728 MW Capacity in June",bitfufu hits ehs hashrate mw capacity in june,"Bitcoin miner BitFuFu (FUFU) produced 445 bitcoin in the month of June — an 11.3% jump from May — while expanding its infrastructure across five continents.
The Singapore-based miner’s total hashrate under management rose to 36.2 exahashes per second (EH/s), …",bitcoin miner bitfufu fufu produced bitcoin in the month of june an jump from may while expanding its infrastructure across five continents the singaporebased miners total hashrate under management rose to exahashes per second ehs,https://biztoc.com/x/c0d0549efaf8d176,0.0,"[('the month of june', 'DATE'), ('five', 'CARDINAL'), ('second', 'ORDINAL')]"
2025-07-07T18:33:38Z,Nakiki SE plans strategic realignment toward a “pure” Bitcoin treasury strategy,nakiki se plans strategic realignment toward a pure bitcoin treasury strategy,"– Aiming to build a Bitcoin portfolio – Change of name and capital measures planned FRANKFURT AM MAIN, Germany — Nakiki SE (ISIN: DE000WNDL300) is planning a strategic realignment with the aim of becoming the first German listed company with a pure Bitcoin tr…",aiming to build a bitcoin portfolio change of name and capital measures planned frankfurt am main germany nakiki se isin dewndl is planning a strategic realignment with the aim of becoming the first german listed company with a pure bitcoin tr,https://financialpost.com/pmn/business-wire-news-releases-pmn/nakiki-se-plans-strategic-realignment-toward-a-pure-bitcoin-treasury-strategy,0.0,"[('frankfurt', 'GPE'), ('germany', 'GPE'), ('first', 'ORDINAL'), ('german', 'NORP')]"
2025-07-07T18:29:36Z,"BitFuFu Hits 36.2 EH/s Hashrate, 728 MW Capacity in June",bitfufu hits ehs hashrate mw capacity in june,"The miner increased its total holdings to 1,792 BTC.",the miner increased its total holdings to btc,https://www.coindesk.com/markets/2025/07/07/bitfufu-hits-36-2-eh-s-hashrate-728-mw-capacity-in-june,0.2732,[]
2025-07-07T18:26:26Z,"Jack Dorsey working on Bluetooth messaging app, Bitchat",jack dorsey working on bluetooth messaging app bitchat,"Block CEO and Twitter co-founder Jack Dorsey wrote in an X post on Sunday night that he spent his weekend creating an app called Bitchat (presumably a combination of the words “bit” and “chat,” and not the other combination of words that it looks like). Bitch…",block ceo and twitter cofounder jack dorsey wrote in an x post on sunday night that he spent his weekend creating an app called bitchat presumably a combination of the words bit and chat and not the other combination of words that it looks like bitch,https://techcrunch.com/2025/07/07/jack-dorsey-working-on-bluetooth-messaging-app-bitchat/,-0.4588,"[('cofounder jack dorsey', 'PERSON'), ('sunday', 'DATE')]"
2025-07-07T18:25:17Z,"Bitcoin Miner CleanSpark Produced 685 BTC in June, Hit 16.15 J/TH in Efficiency",bitcoin miner cleanspark produced btc in june hit jth in efficiency,"The company year-to-date has mined 3,986 bitcoin and now ranks seventh among publicly traded BTC holders with 12,608.",the company yeartodate has mined bitcoin and now ranks seventh among publicly traded btc holders with,https://www.coindesk.com/markets/2025/07/07/bitcoin-miner-cleanspark-produced-685-btc-in-june-hit-1615-jth-in-efficiency,0.0,"[('seventh', 'ORDINAL')]"
2025-07-07T18:15:28Z,"Bitcoin Slips Below $108K, Erases Weekend Gains as Trump Ramps Up Tariffs",bitcoin slips below k erases weekend gains as trump ramps up tariffs,"The U.S. government has delayed its deadline to set tariffs to August 1, while Donald Trump threatened countries aligning with BRICS with extra levies.",the us government has delayed its deadline to set tariffs to august while donald trump threatened countries aligning with brics with extra levies,https://www.coindesk.com/markets/2025/07/07/bitcoin-slips-below-108k-erases-weekend-gains-as-trump-ramps-up-tariffs,-0.5994,"[('us', 'GPE'), ('august', 'DATE'), ('donald trump', 'PERSON')]"
2025-07-07T18:14:42Z,Bitcoin tanks after Trump slaps 25% tariffs on Japan and South Korea — traders fear global economic fallout,bitcoin tanks after trump slaps tariffs on japan and south korea traders fear global economic fallout,"Bitcoin took a sudden hit, dropping $860 to trade around $107,970, after Donald Trump slapped new 25% tariffs on Japan and South Korea. This unexpected move spooked global markets, triggering a wave of sell-offs in crypto. Traders quickly shifted to safer ass…",bitcoin took a sudden hit dropping to trade around after donald trump slapped new tariffs on japan and south korea this unexpected move spooked global markets triggering a wave of selloffs in crypto traders quickly shifted to safer ass,https://economictimes.indiatimes.com/news/international/us/bitcoin-tanks-after-trump-slaps-25-tariffs-on-japan-and-south-korea-traders-fear-global-economic-fallout/articleshow/122304263.cms,-0.1779,"[('donald trump', 'PERSON'), ('japan', 'GPE'), ('south korea', 'GPE')]"
2025-07-07T18:12:28Z,Bitcoin starts week near record high as 80K BTC moves after 14 years,bitcoin starts week near record high as k btc moves after years,"As Satoshi-era wallets saw over $8 billion worth of BTC on the move, Congress is gearing up for “Crypto Week”",as satoshiera wallets saw over billion worth of btc on the move congress is gearing up for crypto week,https://biztoc.com/x/728b132f0f19ed54,0.2263,"[('over billion', 'CARDINAL'), ('congress', 'ORG'), ('crypto week', 'DATE')]"
2025-07-07T18:01:41Z,5 countries where crypto is (surprisingly) tax-free in 2025,countries where crypto is surprisingly taxfree in,"Looking to live tax-free with crypto in 2025? These five countries, including the Cayman Islands, UAE and Germany, still offer legal, zero-tax treatment for cryptocurrencies.",looking to live taxfree with crypto in these five countries including the cayman islands uae and germany still offer legal zerotax treatment for cryptocurrencies,https://cointelegraph.com/news/countries-where-crypto-is-tax-free,0.128,"[('five', 'CARDINAL'), ('uae', 'GPE'), ('germany', 'GPE')]"
2025-07-07T18:00:00Z,"Smarter Mining Begins Now: HashFly Launches Groundbreaking AI Cloud Mining Platform for Smarter, Safer Crypto Growth",smarter mining begins now hashfly launches groundbreaking ai cloud mining platform for smarter safer crypto growth,"HashFly, a global leader in cloud mining solutions since 2013, today announced the official launch of its next-generation AI-powered cloud mining platform, marking a major leap forward in the evolution of intelligent, secure, and accessible cryptocurrency min…",hashfly a global leader in cloud mining solutions since today announced the official launch of its nextgeneration aipowered cloud mining platform marking a major leap forward in the evolution of intelligent secure and accessible cryptocurrency min,https://www.globenewswire.com/news-release/2025/07/07/3111261/0/en/Smarter-Mining-Begins-Now-HashFly-Launches-Groundbreaking-AI-Cloud-Mining-Platform-for-Smarter-Safer-Crypto-Growth.html,0.7269,"[('today', 'DATE')]"
2025-07-07T18:00:00Z,Everyone’s Chasing SOL？—Savvy Investors Quietly Pocket 6.63% Daily with BTC Miner’s Cloud Mining!,everyones chasing solsavvy investors quietly pocket daily with btc miners cloud mining,"New York City, NY, July 07, 2025 (GLOBE NEWSWIRE) -- Forget the SOL frenzy. While the masses sweat over every 3% swing and scramble for the next token pump, a select few are quietly locking in up to 6.63% daily returns
—no volatility, no stress, just reliabl…",new york city ny july globe newswire forget the sol frenzy while the masses sweat over every swing and scramble for the next token pump a select few are quietly locking in up to daily returns no volatility no stress just reliabl,https://www.globenewswire.com/news-release/2025/07/07/3111262/0/en/Everyone-s-Chasing-SOL-Savvy-Investors-Quietly-Pocket-6-63-Daily-with-BTC-Miner-s-Cloud-Mining.html,-0.8555,"[('new york city', 'GPE'), ('july', 'DATE'), ('daily', 'DATE')]"
2025-07-07T17:53:35Z,Strategy adds $21B in Bitcoin value during Q2 but faces $4B tax hit,strategy adds b in bitcoin value during q but faces b tax hit,"Strategy, the largest corporate holder of Bitcoin, expanded its digital asset portfolio by $21 billion in the second quarter of 2025, driven largely by BTC’s sharp price increase. According to the Michael Saylor-led firm, Bitcoin surged from $82,445 to $107,7…",strategy the largest corporate holder of bitcoin expanded its digital asset portfolio by billion in the second quarter of driven largely by btcs sharp price increase according to the michael saylorled firm bitcoin surged from to,https://cryptoslate.com/strategy-adds-21b-in-bitcoin-value-during-q2-but-faces-4b-tax-hit/,0.5859,"[('billion', 'CARDINAL'), ('the second quarter', 'DATE'), ('michael', 'PERSON')]"
2025-07-07T17:52:05Z,"Price predictions 7/7: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, HYPE",price predictions spx dxy btc eth xrp bnb sol doge ada hype,"Bitcoin failed to overcome resistance at $110,500, but charts suggest bulls will continue buying dips in BTC and altcoins.",bitcoin failed to overcome resistance at but charts suggest bulls will continue buying dips in btc and altcoins,https://cointelegraph.com/news/price-predictions-7-7-spx-dxy-btc-eth-xrp-bnb-sol-doge-ada-hype,-0.2846,[]
2025-07-07T17:51:13Z,"Is bitcoin price stalling at $100,000? ETF experts debate next crypto trades",is bitcoin price stalling at etf experts debate next crypto trades,"ETF experts debate whether bitcoin is stuck in the $100,000 range, and if so, where the action in cryptocurrencies may be moving.",etf experts debate whether bitcoin is stuck in the range and if so where the action in cryptocurrencies may be moving,https://www.cnbc.com/2025/07/07/bitcoin-price-100000-etf-crypto-trades.html,-0.25,[]
2025-07-07T17:50:26Z,"Bitcoin Buying Sprees Accelerate as Metaplanet, Semler Stack More BTC",bitcoin buying sprees accelerate as metaplanet semler stack more btc,A pair of Bitcoin treasury firms added to their stash on Monday.,a pair of bitcoin treasury firms added to their stash on monday,https://decrypt.co/328908/bitcoin-buying-sprees-accelerate-metaplanet-semler-stack-more-btc,0.2023,"[('monday', 'DATE')]"
2025-07-07T17:49:40Z,CoreWeave Pays $9 Billion for Bitcoin Miner Core Scientific,coreweave pays billion for bitcoin miner core scientific,"CoreWeave is acquiring data center infrastructure provider Core Scientific in a $9 billion deal. [contact-form-7] The artificial intelligence (AI) company announced the deal Monday (July 7), saying it helped it “verticalize its data center footprint to future…",coreweave is acquiring data center infrastructure provider core scientific in a billion deal contactform the artificial intelligence ai company announced the deal monday july saying it helped it verticalize its data center footprint to future,http://www.pymnts.com/acquisitions/2025/coreweave-pays-9-billion-for-bitcoin-miner-core-scientific/,0.4767,"[('monday july', 'DATE')]"
2025-07-07T17:47:03Z,"SEC pushes Solana ETF issuers to refile by end of July, signals fast-track approval path",sec pushes solana etf issuers to refile by end of july signals fasttrack approval path,"The SEC's expedited process for Solana ETFs could accelerate mainstream crypto adoption and diversify investment options in the US market.
The post SEC pushes Solana ETF issuers to refile by end of July, signals fast-track approval path appeared first on Cryp…",the secs expedited process for solana etfs could accelerate mainstream crypto adoption and diversify investment options in the us market the post sec pushes solana etf issuers to refile by end of july signals fasttrack approval path appeared first on cryp,https://cryptobriefing.com/solana-etf-approval-sec-fast-track/,0.4767,"[('solana etfs', 'PERSON'), ('us', 'GPE'), ('sec', 'ORG'), ('solana', 'PERSON'), ('july', 'DATE'), ('first', 'ORDINAL')]"
2025-07-07T17:43:27Z,CoreWeave to acquire Core Scientific in a $9B all-stock deal,coreweave to acquire core scientific in a b allstock deal,"CoreWeave has finalised a deal to acquire Core Scientific for $9 billion. The deal adds 1.3 GW of power capacity for AI and HPC expansion. Under the agreement, CORZ holders will get 0.1235 CoreWeave shares per CORZ share. CoreWeave has finalized a landmark $9…",coreweave has finalised a deal to acquire core scientific for billion the deal adds gw of power capacity for ai and hpc expansion under the agreement corz holders will get coreweave shares per corz share coreweave has finalized a landmark,https://coinjournal.net/news/coreweave-to-acquire-core-scientific-in-a-9b-all-stock-deal/,0.7845,[]
2025-07-07T17:39:02Z,"Without Operational Alpha, Bitcoin Treasury Company Premiums Will Collapse",without operational alpha bitcoin treasury company premiums will collapse,"Listed companies are rapidly transforming into bitcoin treasury vehicles, raising capital to buy BTC and hold it on their balance sheets. With bitcoin increasingly seen as a potential global reserve asset, gaining institutional traction and strong price expec…",listed companies are rapidly transforming into bitcoin treasury vehicles raising capital to buy btc and hold it on their balance sheets with bitcoin increasingly seen as a potential global reserve asset gaining institutional traction and strong price expec,https://biztoc.com/x/59b94ea0539aaa0e,0.8555,[]
2025-07-07T17:39:01Z,CoreWeave acquires data center provider Core Scientific in $9B stock deal | TechCrunch,coreweave acquires data center provider core scientific in b stock deal techcrunch,Coreweave is acquiring the data center infrastructure provider Core Scientific in a $9 billion all-stock transaction.,coreweave is acquiring the data center infrastructure provider core scientific in a billion allstock transaction,https://techcrunch.com/2025/07/07/coreweave-acquires-data-center-provider-core-scientific-in-9b-stock-deal/,0.0,"[('billion', 'CARDINAL')]"
2025-07-07T17:39:00Z,PS Miner Positions for Growth Amidst Expanding Crypto Acceptance and Demand,ps miner positions for growth amidst expanding crypto acceptance and demand,"London, UK, July 07, 2025 (GLOBE NEWSWIRE) -- PS Miner, the world's leading cloud mining platform
, is strategically positioning itself to expand in response to growing demand for digital assets and increased acceptance of cryptocurrencies globally. With Bit…",london uk july globe newswire ps miner the worlds leading cloud mining platform is strategically positioning itself to expand in response to growing demand for digital assets and increased acceptance of cryptocurrencies globally with bit,https://www.globenewswire.com/news-release/2025/07/07/3111256/0/en/PS-Miner-Positions-for-Growth-Amidst-Expanding-Crypto-Acceptance-and-Demand.html,0.8074,"[('london', 'GPE'), ('uk july', 'ORG'), ('ps', 'ORG')]"
2025-07-07T17:38:52Z,Strategy Launches $4.2 Billion Offering To Fuel Further Bitcoin Accumulation,strategy launches billion offering to fuel further bitcoin accumulation,"Strategy (NASDAQ:MSTR) on Monday announced the launch of a $4.2 billion ATM stock offering, aiming to scale its Bitcoin (CRYPTO: BTC) holdings and enhance capital flexibility.
What Happened: The offering involves the sale of its 10.00% Series A Perpetual Stri…",strategy nasdaqmstr on monday announced the launch of a billion atm stock offering aiming to scale its bitcoin crypto btc holdings and enhance capital flexibility what happened the offering involves the sale of its series a perpetual stri,https://biztoc.com/x/d0a81477af7e013b,0.34,"[('monday', 'DATE')]"
2025-07-07T17:38:32Z,"The Daily: Elon Musk’s new political party to support bitcoin over ‘hopeless’ fiat, Strategy pauses BTC buying spree, and more",the daily elon musks new political party to support bitcoin over hopeless fiat strategy pauses btc buying spree and more,"The following article is adapted from The Block’s newsletter, The Daily, which comes out on weekday afternoons.",the following article is adapted from the blocks newsletter the daily which comes out on weekday afternoons,https://biztoc.com/x/695d84d7c51d3e29,-0.2263,"[('daily', 'DATE'), ('weekday afternoons', 'TIME')]"
2025-07-07T17:37:00Z,"BTC Miner: The path to smarter cloud mining, making your passive income easy",btc miner the path to smarter cloud mining making your passive income easy,"New York City, NY, July 07, 2025 (GLOBE NEWSWIRE) -- As cryptocurrencies continue to revolutionize the digital economy, cloud mining – essentially online mining – has become the ultimate way for investors to easily earn passive income without the need for phy…",new york city ny july globe newswire as cryptocurrencies continue to revolutionize the digital economy cloud mining essentially online mining has become the ultimate way for investors to easily earn passive income without the need for phy,https://www.globenewswire.com/news-release/2025/07/07/3111255/0/en/BTC-Miner-The-path-to-smarter-cloud-mining-making-your-passive-income-easy.html,0.4939,"[('new york city', 'GPE'), ('july', 'DATE')]"
2025-07-07T17:36:41Z,Tesla stock tanks after Trump dismisses Musk’s new political party plan and calls him ‘off the rails’ - CNN,tesla stock tanks after trump dismisses musks new political party plan and calls him off the rails cnn,"Tesla stock tanks after Trump dismisses Musk’s new political party plan and calls him ‘off the rails’CNN Bloomberg Intelligence: Tesla Slides on Concern Musk’s New Party Will Worsen SlumpBloomberg Elon Musk indicates his new political party will be pro-gun, p…",tesla stock tanks after trump dismisses musks new political party plan and calls him off the railscnn bloomberg intelligence tesla slides on concern musks new party will worsen slumpbloomberg elon musk indicates his new political party will be progun p,https://slashdot.org/firehose.pl?op=view&amp;id=178303346,0.7845,[]
2025-07-07T17:34:29Z,"Celestica Stock Doesn't Pay A Dividend, But Here's How To Create Yield",celestica stock doesnt pay a dividend but heres how to create yield,Celestica stock has jumped to new highs. This options strategy helps deliver yield from the non-dividend paying stock.,celestica stock has jumped to new highs this options strategy helps deliver yield from the nondividend paying stock,https://www.investors.com/research/options/celestica-cls-stock-options-trading-dividend-strategy-investing-markets/,0.3818,"[('celestica stock', 'ORG')]"
